,,,,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
Boston,2017,White,Male,,,,,,,,,,184.6362631,,14.55422401,42.79587637,,201.3462919,161.2038546,,,,798.8390961,3.244736744,,96.35662588,,6.882674478,,6610.704593,,,,18.22326846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.15093898,,,,12.4946375,,,,,,,,,,,,,,,,,,,,,,,,,15.29040618,,,2.299451442,,,,,,,,56.69176359,50.58608865,,,,,,,
Boston,2018,All,Both,2.06718986,14.0252574,0.273972603,34.79452055,14.5,8.726205302,82.33844223,9.961736964,7.275357967,130.6811945,16.17936028,9.141286713,27.39892499,21.43037292,150.6927475,109.4327012,23.8,5.879866847,622.4511389,593.6282477,5.609905242,5.182156715,57.27511791,14.29286072,3.101013924,0.333694558,4949.398071,-0.755277311,21.6,8.0,20.52679306,15.4,16.8,15.3,12.02843737,53.3650952,64.72690148,16.36890842,3.277583277,1.880562121,11.3,35.29411765,23.12142857,5.153846154,34.98707175,929.2058653,34.84330907,1.869991475,9.216683822,1.296056884,0.250422926,0.5354,67.09363782,55949.0,31.18077478,17.47350448,22.49391383,32.69589535,19.1695073,26.94549995,6.585205551,28.0560707,4.157808223,63.9927693,16.07506182,0.310478655,1.570874145,54.59259857,52.46235353,81.06251906,14.7,9.2,10.6,6.204874814,33.4,10.1,66.2,23.2,44.1,70.4,59.8,27.5,23.7,15.65804984,13776.20048,12.31873503,10.03756525,55.81827328,39.23514233,70.6488891,53.78150513,50.97842216,25.8,,,,53.0,5.6,11.3250089,18.6,9.9,1.835957848,810.2,869.0,308.8,19.7,0.0,22.8,15.5,32.49514781,26.25066565,22.9,24.4,3.1,35.05502879,33.68845838,49.20353427,25.7079747
Boston,2018,All,Female,,,,,,,,,,114.2497698,,5.830292145,25.11064025,,120.7901912,85.931918,,,,486.2986893,,,26.09564614,,1.363654428,,3447.769802,,,,15.87320356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.66089902,,,,2.410699445,,,,,,,,,,,,,,,,,,,,,,,,,10.93083647,,,1.151087795,,,,,,,,14.90078017,10.71106064,,,,,,,
Boston,2018,All,Male,,,,,,,,,,156.5596988,,13.48585969,31.16315435,,190.0118836,140.3904203,,11.30147174,,732.8932499,11.17294564,,92.4489924,,5.189497177,,6571.448132,,,,26.29997347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.56267463,,,,10.65291124,,,,,,,,,,,,,,,,,,,,,,,,,11.95582104,,,2.652935284,,,,,,,,51.44571642,42.93712504,,,,,,,
Boston,2018,Asian/PI,Both,,20.6738178,,,,7.717960934,85.09822712,8.718437351,,104.4806839,12.50928302,6.592517176,28.12566131,,93.22404098,50.88863947,,,,348.0386486,,2.787068004,20.06973392,,,,2346.678578,,,,7.354692606,,,,8.519796134,59.01056191,,,3.230468022,1.978891821,,,,,,,30.81644039,2.245021123,,,,,,52260.0,,24.03116705,15.34795043,,,22.34553979,5.268188463,,,,,,,,,86.04184856,,,,4.474653183,,,,,,,,,,,,,12.19639204,,,,,,,,,,49.0,,9.369228318,,,,,,,,,,,5.617785985,,,,,24.25139749,,,28.79286901
Boston,2018,Asian/PI,Female,,,,,,,,,,87.22653054,,,16.90708102,,73.16944157,37.74818302,,,,275.4195552,,,10.23917038,,,,1843.009558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston,2018,Asian/PI,Male,,,,,,,,,,127.1900976,,12.91728802,42.25067462,,116.9312133,66.42543292,,,,439.2424803,,,32.41250428,,,,2976.167431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5207074,,,,,,,,,,,10.50943849,,,,,,,,
Boston,2018,Black,Both,,6.582469053,,,,11.81428769,74.59784585,11.97124689,15.15768057,146.4442015,23.48982976,10.89897983,24.17290737,45.54170016,187.1679473,126.1416356,,18.81226756,,708.7714347,18.29871514,7.691075148,71.24397465,,4.145222378,,7508.6831,,,,36.38946482,,,,17.45847455,26.42838892,,,4.226032683,2.604181941,,,,,,,31.32893329,2.191937596,,,,,,32151.0,,19.69660635,26.35831798,,,42.84600914,9.264926419,,,,,,,,,79.56959665,,,,5.442756456,,,,,,,,,,,,,35.95611844,,,,,,,,,,42.0,,10.30414334,,,3.790079756,,,,,,,,35.14752552,24.59040629,,,,43.95561503,,,30.06161481
Boston,2018,Black,Female,,,,,,,,,,,,,,,,,,,,,,,26.04956333,,,,5220.729329,,,,30.00911613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.94133462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42191331,,,,,,,,,,,15.43649382,9.36319674,,,,,,,
Boston,2018,Black,Male,,,,,,,,,,182.1074784,,,31.11848553,,224.9862743,151.8866434,,37.81605267,,882.0992321,37.18067168,,126.0332887,,8.194850435,,10239.88369,,,,44.77230181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.79002994,,,,11.04141603,,,,,,,,,,,,,,,,,,,,,,,,,10.24843092,,,5.674254091,,,,,,,,60.18196069,43.70663273,,,,,,,
Boston,2018,Hispanic,Both,,10.30832095,,,,9.178571429,78.53280461,10.53571429,19.93396873,80.33771045,8.293711372,7.609695264,12.36434641,16.90826442,101.9495168,73.52944142,,7.57142612,,445.336844,5.849637842,5.493924987,57.61522159,,,,4341.546601,,,,28.07679718,,,,13.71410506,26.19011213,,,5.103944974,2.093042495,,,,,,,17.12907914,4.838025453,,,,,,29993.0,,26.60034534,35.96864164,,,48.12987946,9.834472196,,,,,,,,,83.3905541,,,,4.197568733,,,,,,,,,,,,,32.80265997,,,,,,,,,,43.0,,6.19524522,,,,,,,,,,,38.36851432,32.17866997,,,,35.07024179,,,34.10948264
Boston,2018,Hispanic,Female,,,,,,,,,,69.05968596,,6.317635038,9.330609499,,,,,,,326.8107062,,,15.60184846,,,,2356.371357,,,,18.73604371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7457242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.280653662,,,,,,,,,,,10.21307411,8.165625451,,,,,,,
Boston,2018,Hispanic,Male,,,,,,,,,,103.1557926,,9.008916332,16.86676077,,144.7319364,107.3139353,,14.77975544,,617.6328424,11.33907813,,107.273585,,,,6466.564533,,,,43.51753083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.35487295,,,,7.95830048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.76522086,57.68231172,,,,,,,
Boston,2018,Natives,Both,,14.43014706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2165493,45.84253127,,,9.330985915,0.0,,,,,,,31.19383825,2.205761317,,,,,,27991.0,,22.11449677,3.501094092,,,35.85766423,9.645507007,,,,,,,,,,,,,,,,,,,,,,,,,,23.36328626,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61029412,,,33.18014706
Boston,2018,White,Both,,16.94293157,,,,6.259113853,89.45708493,8.190283855,0.928824521,143.5676953,16.0620196,9.173455483,33.3093374,15.29498534,156.3708321,121.3913386,,1.18071682,,634.3607139,1.624995109,3.38353347,62.30411158,,3.562732253,0.755277311,4713.065458,,,,15.43258469,,,,9.451886605,73.76897039,,,1.937362389,0.854647536,,,,,,,42.7889008,1.33705466,,,,,,81393.0,,10.90908424,5.7987845,,,14.25856117,4.50728294,,,,,,,,,81.83947812,,,,8.420301673,,,,,,,,,,,,,7.494910109,,,,,,,,,,57.0,,13.63661778,,,,,,,,,,,37.87500869,32.44519625,,,,33.58878867,,,21.19077347
Boston,2018,White,Female,,,,,,,,,,131.2949514,,,35.15588539,,,92.65201184,,,,532.3456165,,,34.88748137,,1.936714069,,3452.331031,,,,11.05619157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.87840227,,,,4.260891013,,,,,,,,,,,,,,,,,,,,,,,,,13.59867298,,,,,,,,,,,21.29027602,15.92014971,,,,,,,
Boston,2018,White,Male,,,,,,,,,,163.8147057,,14.21597905,32.07496219,,198.4083935,157.4949687,,,,759.4010187,3.176220852,,89.68553516,,5.411066315,,5924.172869,,,,20.50611616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.66625762,,,,12.53156675,,,,,,,,,,,,,,,,,,,,,,,,,13.71424288,,,,,,,,,,,53.48486306,47.98674196,,,,,,,
Boston,2019,All,Both,2.06718986,14.0252574,0.0,15.06849315,18.3,8.340625432,83.34029809,9.579126907,6.768827109,125.7836314,14.71695723,9.30899388,26.14490305,20.75070537,146.3233709,105.304325,22.8,5.725059544,607.2043277,623.3377089,5.583175883,4.797300859,59.39735363,14.29286072,3.248162619,0.333694558,5064.846046,-0.755277311,22.8,8.0,19.78757194,15.4,17.5,14.4,12.02843737,53.3650952,64.72690148,16.36890842,3.277583277,1.880562121,11.3,32.94117647,23.12142857,5.153846154,37.02338994,937.3146431,34.84330907,1.869991475,9.216683822,1.284844601,0.250422926,0.5354,67.09363782,55949.0,31.18077478,17.47350448,22.49391383,32.69589535,19.1695073,26.94549995,6.585205551,28.0560707,4.157808223,63.9927693,16.07506182,0.310478655,1.570874145,54.59259857,52.46235353,81.39706589,15.5,9.1,11.2,6.19747909,35.0,12.7,66.2,26.9,45.3,71.8,63.4,25.6,20.7,15.65804984,13776.20048,12.31873503,10.03756525,55.81827328,39.23514233,70.6488891,53.78150513,50.97842216,26.2,,,,52.0,6.2,11.70404106,19.3,9.2,1.502999172,814.3,906.3,300.7,19.4,0.0,22.1,13.5,34.42466212,28.68784678,21.2,22.6,2.8,35.05502879,33.68845838,49.20353427,25.7079747
Boston,2019,All,Female,,,,,21.9,,,,,106.907964,,6.916104005,23.16929653,,114.5272203,79.90770281,,0.958565225,,497.8683273,,,26.60050995,,1.236662113,,3436.375402,,,,14.65684735,16.2,16.4,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.13955954,,10.4,15.1,2.796849627,44.8,18.0,,,,79.7,65.3,32.0,23.3,,,,,,,,,,27.5,,,,,,10.86775333,15.9,6.0,1.160930681,,,,,,,,15.74555549,12.18129197,23.8,24.9,2.3,,,,
Boston,2019,All,Male,,,,,,,,,,154.9806112,,12.49462978,30.67823407,,189.1608319,139.751663,,10.81402256,,791.4648226,11.0624244,,96.65141365,,5.573093661,,6841.712563,,,,26.27659797,14.6,18.9,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.60366803,,7.8,7.3,10.06536317,25.1,6.7,,,,63.2,61.7,18.5,18.0,,,,,,,,,,23.9,,,,,,13.11601889,22.1,12.2,1.945987128,,,,,,,,54.69037439,46.53269869,18.9,20.2,3.2,,,,
Boston,2019,Asian/PI,Both,,20.6738178,,,,7.208121827,86.57478305,7.563451777,,107.5722504,16.44779559,5.855137245,25.7106058,,96.17913754,56.44912311,,,,388.7118919,,,21.05638611,,,,2252.016306,,,,9.326072134,7.8,12.8,7.7,8.519796134,59.01056191,,,3.230468022,1.978891821,,,,,,,30.81644039,2.245021123,,,,,,52260.0,,24.03116705,15.34795043,,,22.34553979,5.268188463,,,,,,,,,85.56479697,,10.6,10.6,4.29821937,28.9,12.0,,,52.0,76.7,56.3,26.3,11.7,,,,12.19639204,,,,,,27.0,,,,50.0,,8.71687833,14.4,4.9,,,,,,,,,7.569990878,,14.5,12.3,2.1,24.25139749,,,28.79286901
Boston,2019,Asian/PI,Female,,,,,,,,,,93.98907792,,,14.48826933,,71.41451623,39.66695717,,,,294.9128796,,,10.17205999,,,,1751.862858,,,,8.481423743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston,2019,Asian/PI,Male,,,,,,,,,,127.6179734,,,39.53782887,,124.4496477,75.33919696,,,,509.4224895,,,35.32193845,,,,3028.685994,,,,11.16504327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59253579,,,,,,,,,,,14.42117093,,,,,,,,
Boston,2019,Black,Both,,6.582469053,,,,11.64213901,74.9520861,12.10088934,14.0929836,142.2289823,20.5011345,12.07260442,23.38524083,39.98585142,192.2235943,129.8647244,,18.65067491,,796.2607714,17.88703016,7.153308405,79.57485279,,3.978507837,,8243.12346,,,,35.37312203,17.3,16.2,17.4,17.45847455,26.42838892,,,4.226032683,2.604181941,,,,,,,31.32893329,2.191937596,,,,,,32151.0,,19.69660635,26.35831798,,,42.84600914,9.264926419,,,,,,,,,79.41876392,,7.6,8.3,5.493069476,30.6,12.4,,,44.1,77.3,61.2,27.9,22.1,,,,35.95611844,,,,,,27.1,,,,42.0,,12.9792495,21.2,10.0,3.869796613,,,,,,,,43.69618364,34.66323958,16.8,19.2,3.1,43.95561503,,,30.06161481
Boston,2019,Black,Female,,,,,,,,,,,,,,,,,,,,,,,29.03816132,,,,5635.573862,,,,27.10081996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.96801781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39250524,,,,,,,,,,,19.45952384,14.75655306,,,,,,,
Boston,2019,Black,Male,,,,,,,,,,175.1814599,,,29.52094118,,240.4169308,166.5772414,,36.98199727,,1030.193451,36.63025785,,142.6371841,,8.531837267,,11412.71001,,,,46.28313051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.13516429,,,,11.2642707,,,,,,,,,,,,,,,,,,,,,,,,,15.18165961,,,5.621895771,,,,,,,,74.69273764,60.0166716,,,,,,,
Boston,2019,Hispanic,Both,,10.30832095,,,18.0,8.999441029,79.43168988,10.60182597,17.68390028,80.96213852,7.79288776,7.487022088,12.0626529,22.41564254,97.10149638,71.80648061,,7.459304406,,491.0871083,5.731438464,5.306165765,58.93056964,,2.437230897,,4736.942154,,,,28.1032951,17.8,22.2,14.1,13.71410506,26.19011213,,,5.103944974,2.093042495,,,,,,,17.12907914,4.838025453,,,,,,29993.0,,26.60034534,35.96864164,,,48.12987946,9.834472196,,,,,,,,,82.75735438,,9.3,11.7,4.483466653,41.3,13.1,,,46.9,74.2,67.1,28.5,23.6,,,,32.80265997,,,,,,25.5,,,,37.0,,7.154193453,17.7,10.0,,,,,,,,,38.91891856,33.74601746,22.6,25.9,3.2,35.07024179,,,34.10948264
Boston,2019,Hispanic,Female,,,,,,,,,,61.9194566,,,8.192836414,,,,,,,350.9897587,,,19.43425371,,,,2631.413881,,,,18.0693738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22416964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.343966941,,,,,,,,,,,13.88781286,11.38112209,,,,,,,
Boston,2019,Hispanic,Male,,,,,,,,,,118.9768064,,10.74743697,18.26068752,,135.9208888,105.9590924,,14.6850012,,711.9794919,10.62036119,,102.6806161,,4.197880054,,6952.314929,,,,42.65804836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.08552238,,,,9.109618722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.26071507,56.38895895,,,,,,,
Boston,2019,Natives,Both,,14.43014706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2165493,45.84253127,,,9.330985915,0.0,,,,,,,31.19383825,2.205761317,,,,,,27991.0,,22.11449677,3.501094092,,,35.85766423,9.645507007,,,,,,,,,,,,,,,,,,,,,,,,,,23.36328626,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61029412,,,33.18014706
Boston,2019,White,Both,,16.94293157,,,,5.934385847,90.67206114,7.693169093,0.874826857,135.2225279,13.05623198,9.154994087,31.64293323,15.51810608,146.0765939,111.1071773,,,,631.2957544,1.547330332,3.077952492,62.07132659,,3.450211301,0.755277311,4506.282491,,,,13.65337349,7.1,6.4,9.8,9.451886605,73.76897039,,,1.937362389,0.854647536,,,,,,,42.7889008,1.33705466,,,,,,81393.0,,10.90908424,5.7987845,,,14.25856117,4.50728294,,,,,,,,,82.45806428,,10.9,17.3,8.4905266,33.8,11.2,,,38.7,45.3,59.1,10.0,14.2,,,,7.494910109,,,,,,23.6,,,,57.0,,12.79008983,20.6,6.3,,,,,,,,,37.93903135,32.33823251,35.7,29.0,0.7,33.58878867,,,21.19077347
Boston,2019,White,Female,,,,,,,,,,116.5438529,,,31.85358619,,,,,,,522.0810317,,,34.57711331,,2.254543666,,3212.228818,,,,9.464921635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1132063,,,,5.0354065,,,,,,,,,,,,,,,,,,,,,,,,,13.00239979,,,,,,,,,,,20.68575004,15.60727257,,,,,,,
Boston,2019,White,Male,,,,,,,,,,160.8495056,,11.81273942,32.04107393,,,,,,,763.852917,3.003182722,,89.89870135,,4.782970303,,5765.72674,,,,18.83938895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.29746811,,,,12.03882594,,,,,,,,,,,,,,,,,,,,,,,,,12.75362219,,,,,,,,,,,54.36456079,48.21859731,,,,,,,
Boston,2020,All,Both,2.06718986,14.0252574,0.0,10.92896175,18.3,8.279406167,83.87189706,9.273828255,6.133426476,119.8750029,13.4015613,9.24289672,24.35781,20.69241641,151.5130938,109.1294855,22.8,5.402754706,624.3878375,650.7805414,5.466632129,4.604448274,64.08014407,14.29286072,3.892960333,0.333694558,5377.526527,-0.755277311,21.9,7.7,20.71102753,15.4,17.5,14.4,12.02843737,53.3650952,64.72690148,16.36890842,3.277583277,1.880562121,11.3,32.94117647,23.12142857,5.153846154,38.4740789,921.0970876,34.84330907,1.869991475,9.216683822,1.30746658,0.250422926,0.5354,67.09363782,55949.0,31.18077478,17.47350448,22.49391383,32.69589535,19.1695073,26.94549995,6.585205551,28.0560707,4.157808223,63.9927693,16.07506182,0.310478655,1.570874145,54.59259857,52.46235353,79.69987214,15.5,9.1,11.2,5.875778133,35.0,12.7,66.0,20.4,45.3,71.8,63.4,25.6,20.7,15.65804984,13776.20048,12.31873503,10.03756525,55.81827328,39.23514233,70.6488891,53.78150513,50.97842216,26.2,123.0464478,,,55.0,3.2,9.838610026,19.3,9.2,1.659678509,814.3,906.3,300.7,19.4,0.0,19.6,13.1,38.8709081,32.28873904,21.2,22.6,2.8,35.05502879,33.68845838,49.20353427,25.7079747
Boston,2020,All,Female,,,,,,,,,,101.3132084,,8.583672767,20.52760219,,120.5997136,83.72712278,,1.642360865,,518.4359884,,,30.6659556,,1.993821993,,3689.931654,,,,15.33402134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.10421029,,,,2.720499625,,,,,,,,,,,,,,,,,,,,90.7295558,,,,,9.199696067,,,1.054547123,368.0,,,,,,,18.81733142,14.57503607,,,,,,,
Boston,2020,All,Male,,,,,,,,,,148.6339269,,10.17971478,29.75733678,,192.1658397,143.0693834,,9.342252551,,826.6903419,10.42302474,,101.433714,,6.064193118,,7204.432038,,,,27.58527205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1485946,,,,9.415060803,,,,,,,,,,,,,,,,,,,,171.8909099,,,,,11.27365234,,,2.37582158,1288.1,,,,,,,60.45309089,51.31822548,,,,,,,
Boston,2020,Asian/PI,Both,,20.6738178,,,,7.465940054,86.64477285,7.692307692,,101.9133651,11.2204277,7.934362838,30.72425605,10.52283275,95.23880332,57.58783738,,,,394.475902,,,20.24791889,,,,2220.345866,,,,8.29196596,,,,8.519796134,59.01056191,,,3.230468022,1.978891821,,,,,,,30.81644039,2.245021123,,,,,,52260.0,,24.03116705,15.34795043,,,22.34553979,5.268188463,,,,,,,,,84.67073183,,,,4.732666825,,,,,,,,,,,,,12.19639204,,,,,,,98.39644986,,,54.0,,7.231000726,,,,180.3,,,,,,,8.073243213,,,,,24.25139749,,,28.79286901
Boston,2020,Asian/PI,Female,,,,,,,,,,78.58176851,,,17.09908127,,81.97989366,46.22473769,,,,301.2289262,,,8.544513265,,,,1602.703914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.28934747,,,,,,,,,,,,,,,,,,,,,,,,
Boston,2020,Asian/PI,Male,,,,,,,,,,129.7738309,,,46.85262097,,110.2699031,70.51791838,,,,507.0740273,,,34.58008938,,,,2932.352306,,,,11.75314845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.41105062,,,,,,,,,,,,,,,,,,,,,,,,162.7837151,,,,,10.50602822,,,,,,,,,,,15.27339092,,,,,,,,
Boston,2020,Black,Both,,6.582469053,,,,11.64677074,75.8396533,12.05760686,13.45365053,142.7883327,21.025241,12.82911838,23.91931728,35.08004585,205.1224472,135.9500645,,18.69079801,,862.6914373,18.83871364,7.540214477,98.67420974,,5.919409298,,9526.512047,,,,36.77424279,,,,17.45847455,26.42838892,,,4.226032683,2.604181941,,,,,,,31.32893329,2.191937596,,,,,,32151.0,,19.69660635,26.35831798,,,42.84600914,9.264926419,,,,,,,,,77.21649572,,,,6.001982496,,,,,,,,,,,,,35.95611844,,,,,,,178.9088568,,,42.0,,10.82708842,,,4.612487567,1583.8,,,,,,,56.61508283,47.51178532,,,,43.95561503,,,30.06161481
Boston,2020,Black,Female,,,,,,,,,,,,11.60189073,,,,,,4.290133055,,690.6609158,,,39.40553658,,,,6616.015684,,,,29.64303153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.13091429,,,,,,,,,,,,,,,,,,,,,,,,136.2199468,,,,,10.38157968,,,,,,,,,,,25.82169617,21.00369509,,,,,,,
Boston,2020,Black,Male,,,,,,,,,,178.6254166,,,31.9041981,,260.3034569,178.4341556,,34.72278131,,1112.945487,36.97093277,,169.5921208,,11.30846014,,12977.49013,,,,46.23309645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.31886216,,,,12.12494708,,,,,,,,,,,,,,,,,,,,249.8115553,,,,,11.49565006,,,7.076041264,,,,,,,,94.36407292,79.72845612,,,,,,,
Boston,2020,Hispanic,Both,,10.30832095,,,,8.421052632,78.86478109,9.913875598,15.71697669,80.55879296,7.569263517,6.464334466,12.46078878,18.86625009,108.222727,75.06294387,,5.619471475,,519.4018889,4.444780887,4.458945079,62.65631142,,3.942894576,,5014.426067,,,,23.91025457,,,,13.71410506,26.19011213,,,5.103944974,2.093042495,,,,,,,17.12907914,4.838025453,,,,,,29993.0,,26.60034534,35.96864164,,,48.12987946,9.834472196,,,,,,,,,81.64354925,,,,3.07365362,,,,,,,,,,,,,32.80265997,,,,,,,126.0950236,,,40.0,,5.145923863,,,,989.4,,,,,,,43.51232812,37.57652096,,,,35.07024179,,,34.10948264
Boston,2020,Hispanic,Female,,,,,,,,,,62.8659601,,,9.486516203,,86.23409897,,,,,374.1528204,,,22.11408348,,,,2764.504721,,,,13.8469116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.41167212,,,,,,,,,,,,,,,,,,,,,,,,76.16988708,,,,,6.104512526,,,,,,,,,,,16.67609035,14.02590995,,,,,,,
Boston,2020,Hispanic,Male,,,,,,,,,,109.2837174,,7.967860257,17.4825503,,138.6952026,103.6847359,,9.994397368,,722.2920842,8.005933704,,106.1754602,,7.271125503,,7413.456023,,,,38.63586817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.00168235,,,,5.731028956,,,,,,,,,,,,,,,,,,,,213.1086234,,,,,,,,,,,,,,,,71.79837102,62.08630596,,,,,,,
Boston,2020,Natives,Both,,14.43014706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2165493,45.84253127,,,9.330985915,0.0,,,,,,,31.19383825,2.205761317,,,,,,27991.0,,22.11449677,3.501094092,,,35.85766423,9.645507007,,,,,,,,,,,,,,,,,,,,,,,,,,23.36328626,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61029412,,,33.18014706
Boston,2020,White,Both,,16.94293157,,,,5.8640553,91.32847728,7.155202212,0.773395205,127.1890147,11.95091248,8.730301441,27.29880994,17.23288516,150.9482744,117.131185,,,,658.9138419,1.698095905,3.18255688,64.12225157,,3.866712464,0.755277311,4704.033398,,,,15.39468182,,,,9.451886605,73.76897039,,,1.937362389,0.854647536,,,,,,,42.7889008,1.33705466,,,,,,81393.0,,10.90908424,5.7987845,,,14.25856117,4.50728294,,,,,,,,,81.19820655,,,,7.971746061,,,,,,,,,,,,,7.494910109,,,,,,,96.90146798,,,60.0,,11.16833967,,,,539.0,,,,,,,40.42858897,33.41450703,,,,33.58878867,,,21.19077347
Boston,2020,White,Female,,,,,,,,,,111.4081799,,,26.7581024,,,89.42110549,,,,541.4542869,,,38.17595509,,3.748224708,,3431.014501,,,,11.00081632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.76185155,,,,4.464215116,,,,,,,,,,,,,,,,,,,,79.41763192,,,,,11.05307108,,,,,,,,,,,23.94450393,17.65134489,,,,,,,
Boston,2020,White,Male,,,,,,,,,,149.9339285,,,28.59414176,,,152.510374,,,,806.0869694,3.335141164,,90.62593975,,4.164654359,,5949.151391,,,,21.11479119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.09283298,,,,11.51047757,,,,,,,,,,,,,,,,,,,,122.7638248,,,,,12.30697028,,,,,,,,,,,56.49136683,48.7552226,,,,,,,
Boston,2021,All,Both,2.06718986,14.0252574,0.821917808,16.43835616,,8.329675689,81.84685129,9.178035304,5.464332318,125.0236312,14.50523271,9.113704127,24.39931126,22.8680911,155.1452677,111.4846638,23.8,5.518869248,551.2530542,680.5934052,5.464697341,4.444567138,69.68866489,14.29286072,4.115296042,0.333694558,5632.072089,-0.755277311,23.7,8.0,20.71648852,,,,12.02843737,53.3650952,64.72690148,16.36890842,3.277583277,1.880562121,11.3,32.94117647,23.12142857,5.153846154,38.12664908,682.9392818,34.84330907,1.869991475,9.216683822,1.763412489,0.250422926,0.5354,67.09363782,55949.0,31.18077478,17.47350448,22.49391383,32.69589535,19.1695073,26.94549995,6.585205551,28.0560707,4.157808223,63.9927693,16.07506182,,,,52.46235353,78.73985171,17.3,,,6.011904419,,,66.0,22.7,,,,,,15.65804984,13776.20048,12.31873503,10.03756525,55.81827328,39.23514233,70.6488891,53.78150513,50.97842216,,52.47945078,76.5,82.2,48.0,3.2,8.26932309,,,1.55624672,814.3,906.3,300.7,19.4,0.0,19.6,12.2,43.80638004,36.77207189,,,,35.05502879,33.68845838,49.20353427,25.7079747
Boston,2021,All,Female,,,,,,,,,,106.1060012,,8.753841554,20.49072078,,124.3874994,84.52446253,,1.730928521,,546.0395523,1.025136838,,34.52817992,,1.703651796,,3927.987588,,,,16.7859419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.59889014,,,,2.88562156,,,,,,,,,,,,,,,,,,,,43.29080735,,,,,7.219920389,,,,379.1,,,,,,,22.73062146,18.48084204,,,,,,,
