,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Riding Bike to Work,Active Transportation | Walking to Work,Birth Control | Teen Birth Control,Births | Low Birthweight,Births | Preterm Births,Births | Teen Births,Cancer | All Cancer Deaths,Cancer | Breast Cancer Deaths,Cancer | Colorectal Cancer Deaths,Cancer | Lung Cancer Deaths,Cardiovascular Disease | Cardiovascular Disease Deaths,Cardiovascular Disease | Heart Disease Deaths,Crime Incidents | Homicides,Crime Incidents | Violent Crime,Deaths | Deaths from All Causes,Deaths | Gun Deaths (Firearms),Deaths | Infant Deaths,Deaths | Injury Deaths,Deaths | Maternal Deaths,Deaths | Motor Vehicle Deaths,Deaths | Premature Death,Deaths | Racial Disparity in Police Killings,Diabetes and Obesity | Diabetes Deaths,Disability | People with Disabilities,Education | College Graduates,Education | Preschool Enrollment,Food Access | Limited Supermarket Access,"Health Insurance | Uninsured, All Ages","Health Insurance | Uninsured, Child",Heat and Disasters | Climate-related  Disasters,Heat and Disasters | Community Social Vulnerability to Climate Disasters,Heat and Disasters | Longer Summers,"Housing | Homeless, Children","Housing | Homeless, Total",Housing | Owner Occupied Housing,Housing | Renters vs. Owners,Housing | Vacant Housing and Homelessness,Income Inequality | Household Income Inequality,Income Inequality | Income Inequality,Income | Households with Higher-Incomes,Income | Per-capita Household Income,Income-related | Service Workers,Income-related | Unemployment,Language and Nativity | Foreign Born Population,Language and Nativity | Primarily Speak Chinese,Language and Nativity | Primarily Speak English,Language and Nativity | Primarily Speak Spanish,Lead Poisoning | Child Lead Levels 5+ mcg/dL,Lead Poisoning | Housing Lead Risk,Life Expectancy at Birth | Life Expectancy,Mental Health | Adult Mental Distress,Mental Health | Suicide,Oral Health | Dental Care,Physical Activity | Teen Computer Time,Physical Activity | Teen Physical Education,Physical Activity | Teen TV Time,Population | Children,Population | Population Density,Population | Single-Parent Families,Race/Ethnicity | Minority Population,"Racial Segregation Indices | Racial Segregation, White and Asian","Racial Segregation Indices | Racial Segregation, White and Black","Racial Segregation Indices | Racial Segregation, White and Hispanic","Racial Segregation Indices | Racial Segregation, White and Non-White",Respiratory Disease | Teen Asthma,Respiratory Infection | COVID-19 Deaths,"Respiratory Infection | COVID-19 Vaccination, Adults","Respiratory Infection | COVID-19 Vaccination, Seniors","Respiratory Infection | Flu Vaccinations, Medicare",Respiratory Infection | New Tuberculosis Cases,Sexually Transmitted Disease | New Chlamydia Cases,Sexually Transmitted Disease | New Gonorrhea Cases,Sexually Transmitted Disease | Syphilis Prevalence,"Sexually Transmitted Disease | Syphilis, Newborns",Substance Use | Adult Smoking,Substance Use | Drug Overdose Deaths,Substance Use | Opioid Overdose Deaths,Transportation | Lack of Car,Transportation | Longer Driving Commute Time,Transportation | Public Transportation Use
5001,3,0,2,1,0,0,0,2010,,,,7.0642978,,108.7975731,118.0157582,,,,152.89509,90.90993691,6.898473601,,522.2202952,8.810567,,48.88001629,,12.67280848,4541.099468,,,6.06845214,8.332978859,,,,,,,,,,47.50902244,1.104863347,,,,,11596.0,72.43821161,6.804408308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,2,2,3,1,1,0,1,2010,,,,,,,308.1688779,,,75.95675235,531.4313798,423.8234746,58.98689371,,1357.887341,60.12089655,,124.5435181,,14.43613714,14946.86548,,50.93016225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26537228,,,,,,,,,,,,,,,,,,,,,,,,20.59616854,6.253545601,,,
3340,5,0,3,1,0,0,1,2010,,,,,,,,,,,,,,,,,,,,,,,,14.96960486,17.22070845,,,,,,,,,,36.19153675,1.763076923,,,,,20339.0,43.91179291,21.28301887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,2,1,3,1,0,0,0,2010,,,,,,,,,,,214.6904229,,,,721.7541976,,,34.30590003,,,7309.132058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,3,1,3,1,1,0,1,2010,,,,,,,102.3012096,,9.837272203,16.03040053,137.2302863,91.74074218,2.976253575,,509.2583795,1.980899287,,32.14578091,,7.280460842,3453.540679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.802478441,,,,,,,,,,,,,,,,,,,,,,,,7.694307147,3.100497341,,,
217,3,0,2,0,0,0,1,2010,,,,7.37833595,,70.39711191,,,,,55.10161012,48.82283988,15.4842325,,208.1808198,,,59.02234394,,,3658.139162,,,7.609294998,22.09121095,,,,,,,,,,31.97885196,2.127066604,,,,,18096.0,65.89023369,8.865764828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6876,5,0,3,0,0,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,14.56730014,13.92706131,,,,,,,,,,33.7182448,1.965753425,,,,,14008.0,49.89054726,20.45274656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,1,1,2,1,0,0,0,2010,,,,,,,163.8712766,,13.51623353,,181.1583835,135.5471231,2.295445426,,718.6510876,3.995045374,,46.64273443,,8.422790067,5625.957128,,18.13848228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.685885326,,,,,,,,,,,,,,,,,,,,,,,,17.97769893,6.869575848,,,
3329,0,1,3,1,0,0,1,2010,,,,,,,149.9509074,,16.91667489,30.83279692,232.7704037,175.1377348,1.975274644,,644.8888152,,,23.33843879,,4.556974446,4251.011854,,21.10320924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.808641871,,,,,,,,,,,,,,,,,,,,,,,,6.501388621,,,,
426,3,1,1,1,0,1,1,2010,,,,,,,82.34917021,,,,101.2504372,68.65531858,,,327.9647204,,,14.69894139,,,2535.120069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,3,1,1,1,1,1,1,2010,,,,,,,98.77070953,,11.87908762,14.13997985,168.0002452,,1.660971416,,440.5344408,0.461280255,,12.84741858,,1.810773819,3118.069986,,20.13157417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.003085107,,,,,,,,,,,,,,,,,,,,,,,,4.989202695,2.778895605,,,
2704,0,0,0,1,0,0,0,2010,0.426851803,2.041338894,,9.323673197,,51.47433564,214.2763208,26.91579623,18.98167516,66.76205729,272.6877168,203.3829777,12.34161753,1100.80862,925.607504,16.45668161,,68.52260263,35.43095669,10.79059114,8439.516597,1.28225072,20.91105215,12.60089808,27.50006127,39.53775161,67.81292911,,,12.25,40.48780488,34.88888889,,,56.24544357,0.777921795,,-0.14188175,0.4688,42.77618835,24182.0,39.76544934,11.35329709,8.400790262,,,,3.444206009,23.74996718,,14.0,14.26231006,59.9,,,,24.96003679,2274.141602,15.28723098,41.34811668,48.80768925,57.02388552,44.93247122,47.30016199,,,,,47.0,3.8,806.9,313.8,10.7,0.0,24.3,18.38640423,5.959080466,9.163394208,,2.106277388
3960,2,2,2,0,0,0,1,2010,,,,,,,355.5912779,,,98.3085565,463.9213054,341.3041514,47.29193777,,1436.384695,46.54192334,,129.816863,,19.05177537,15189.06355,,46.08622381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.873459992,,,,,,,,,,,,,,,,,,,,,,,,18.69090479,3.830077439,,,
6869,4,2,3,0,0,0,0,2010,,,,,,,141.0151584,,,,225.1857717,155.5865614,,,720.795529,,,112.1011449,,,9857.348086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,3,2,0,0,0,0,1,2010,,,,,,,122.5734054,,,,229.3302172,108.0723711,12.55975974,,660.0785504,9.758485097,,67.77117632,,,5295.945711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.46566355,19.39862018,,,
1882,3,1,0,0,0,0,1,2010,,,,,,,143.548689,,,,131.7181217,99.75187164,,,560.4020013,,,39.81203565,,,5806.37019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,1,1,2,1,1,0,1,2010,,,,,,,151.115278,,14.98640622,39.23766586,194.1396898,139.9303091,,,688.2686963,4.523450509,,47.57971323,,3.238928983,4881.811211,,11.66368262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3951628,,,,,,,,,,,,,,,,,,,,,,,,19.76566218,8.476370671,,,
3755,3,2,2,1,0,0,0,2010,,,,,,,,,,,,,,,,,,51.70106011,,,4531.888823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,4,1,2,1,0,0,0,2010,,,,,,,70.12949604,,,,,,,,,,,,,,2316.119679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,1,1,2,0,0,0,0,2010,,,,,,,166.1897803,,,45.3291261,180.8153804,135.9857648,,,698.1592314,,,37.3884722,,,4664.84023,,15.6969876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.84729088,,,,
223,1,2,2,0,0,0,1,2010,,,,,,,232.7298394,,18.58048763,71.14412872,,,,,1119.529778,10.4074012,,116.1350334,,16.10693239,10826.90481,,20.7325804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.99206694,,,,,,,,,,,,,,,,,,,,,,,,41.29358155,32.16190103,,,
1457,0,1,2,1,1,0,1,2010,,,,,,,151.2751552,,15.03002471,34.22072588,205.2603389,147.0512506,2.617240359,,669.2240625,3.209246174,,34.35485754,,5.895409657,5320.587504,,16.29308346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.088126794,,,,,,,,,,,,,,,,,,,,,,,,9.831138359,3.826845264,,,
2714,3,1,0,1,0,0,0,2010,,,,,,,88.23695455,,,,106.6338511,82.38354936,,,359.175097,,,15.46733338,,,3107.955108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,1,0,2,0,0,0,0,2010,,,,8.816855754,,40.08859358,178.6624787,27.0064149,12.83914051,47.51367103,243.5823069,192.258214,,,841.7830498,9.124085468,,65.59743868,,13.97088417,6772.244662,,22.54625087,14.80391716,39.20980725,,,,,,,,,,64.2675818,0.555994441,,,,,35986.0,26.45973954,6.424194041,,,,,,,,,13.97666158,,,,,,,,,,,,,,,,,,,,,,,,22.87009333,10.65159501,,,
6665,3,0,3,1,0,0,0,2010,,,,5.082592122,,34.09427809,121.4016657,,,,202.2300394,169.1048254,,,577.0305712,,,35.81165843,,,4566.277618,,,7.348884544,36.11865649,,,,,,,,,,24.48418157,3.084269663,,,,,25889.0,44.87613702,9.900170016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,3,0,3,1,0,0,1,2010,,,,6.644745856,,49.39815539,139.4546527,15.27308289,23.4989243,22.75680074,222.9038055,164.4023487,4.926656834,,657.1085755,5.708408292,,27.26042007,,5.37429092,4138.659771,,38.26086324,6.348397237,12.42793792,,,,,,,,,,30.62674501,2.265120076,,,,,15562.0,56.9035189,13.52137439,,,,,,,,,4.690144574,,,,,,,,,,,,,,,,,,,,,,,,3.662816226,,,,
633,3,0,2,1,0,0,0,2010,,,,6.609495921,,71.0577547,96.24577571,,,,94.14036662,44.33815326,7.528009829,,341.76415,7.447349419,,21.89779686,,,2896.478351,,,4.542537113,15.07412244,,,,,,,,,,39.02164112,1.562680531,,,,,14263.0,72.10551812,10.47724181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,1,1,2,0,0,0,1,2010,,,,,,,133.439182,,,33.96576933,203.7763317,151.6036907,,,676.7332924,5.487599347,,49.26480473,,4.916486401,4693.1,,14.29780615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.838565028,,,,,,,,,,,,,,,,,,,,,,,,16.98283142,11.37227035,,,
216,2,2,2,0,0,0,1,2010,,,,,,,301.2542984,,28.64174907,82.76491337,436.7015341,347.1829888,82.87639851,,1404.270893,74.18721655,,159.5202853,,11.29172227,17801.55578,,44.77507269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63599572,,,,,,,,,,,,,,,,,,,,,,,,27.80316323,23.62541369,,,
209,0,1,2,0,0,0,1,2010,,,,,,,194.6930111,,20.29292585,51.0370167,257.9604781,190.8274641,5.639156238,,828.4747391,2.476869911,,46.46424081,,5.309876771,8468.506212,,29.02774797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.557636701,,,,,,,,,,,,,,,,,,,,,,,,17.46288421,14.36257542,,,
6448,0,0,3,1,0,0,0,2010,0.908684339,1.787779404,,6.838589981,,28.46677132,146.4847614,16.62182597,14.04867594,29.97234928,165.6804966,116.9061223,3.107636203,331.3572144,558.4195479,4.622196001,,38.81588151,,5.893498376,3882.887301,-0.464736708,27.70652058,8.15446625,37.24133429,53.26839827,33.32812099,,,9.9,33.33333333,71.44444444,,,58.67036904,0.70443789,,0.258925017,0.4385,68.51741575,33807.0,34.87180053,10.29022442,38.23460072,,,,1.303227762,9.130582634,,10.6,8.708935723,67.3,,,,24.72927422,5389.853944,11.03441696,71.44824016,49.2840644,42.29011362,48.19227975,43.138665,,,,,46.0,10.8,308.9,32.3,5.0,4.2,12.6,8.0876846,3.112274331,5.443347404,,3.458782819
834,0,2,0,1,1,1,1,2010,,,,,,,231.8017411,,23.58218278,65.05468527,346.9997019,286.8335106,24.77788529,,994.2484363,25.75392345,,78.10156456,,8.532406077,9505.546875,,30.48678447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.68213343,,,,,,,,,,,,,,,,,,,,,,,,16.04284008,11.47537433,,,
6461,1,0,3,1,0,0,0,2010,,,,6.770233985,,9.345794393,177.094687,21.45216008,15.46688416,37.97361652,194.1645542,147.2709753,1.763519129,,693.552721,6.824493494,,56.51975508,,8.218281326,5277.776248,,25.27369592,11.2817257,45.87556563,,,,,,,,,,68.68747213,0.455869563,,,,,51482.0,21.2130742,8.754623135,,,,,,,,,15.42690265,,,,,,,,,,,,,,,,,,,,,,,,12.94635908,6.169542486,,,
3551,1,2,3,1,1,0,1,2010,,,,,,,179.1170857,,15.87460181,40.88369344,283.8194063,236.8543537,2.869963749,,739.2693412,9.399434186,,56.49071424,,9.226976374,5576.614012,,22.13901361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84479224,,,,,,,,,,,,,,,,,,,,,,,,16.61351669,7.608135056,,,
6253,1,0,3,1,0,1,0,2010,,,,6.515885837,,3.156167151,168.7820343,21.140564,15.57089019,39.04565782,195.3899697,155.3026871,3.15976955,,659.8679864,4.421602254,,64.28220121,,2.171879758,4874.332335,,8.563629459,9.4795384,70.95599059,,,,,,,,,,36.33023789,1.752528081,,,,,70242.0,15.1576726,6.008505626,,,,,,,,,15.33201627,,,,,,,,,,,,,,,,,,,,,,,,30.61355755,18.78264687,,,
6874,3,1,3,0,0,0,0,2010,,,,,,,,,13.40954518,17.55193007,,,,,644.1662131,,,35.27534388,,8.504503199,4720.181158,,35.96635784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.18598843,10.26007954,,,
6033,0,1,3,1,1,0,0,2010,,,,,,,133.4312379,,12.49608738,28.86584597,153.203604,108.3186353,1.229258969,,503.206353,1.383667725,,27.02349998,,3.269919622,3304.27047,,15.14282128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.796340379,,,,,,,,,,,,,,,,,,,,,,,,8.961899579,5.423320444,,,
5200,0,0,1,0,1,1,1,2010,1.954830202,8.607572202,21.2,11.03928287,,49.79314293,212.6697871,28.98040096,19.57054369,57.60802065,290.7328257,229.0981947,18.65590252,1189.377673,909.1677235,18.94074076,,79.06045615,26.53708917,7.397047344,9447.543293,0.150107844,24.97970565,15.95235903,23.19688725,51.37078544,19.73240862,,,8.9,48.40425532,39.73333333,,,54.10355395,0.848307416,,-0.235591524,0.502,38.54875635,21946.0,40.22568534,14.45497729,11.75315947,,,,5.657314467,55.88245842,,15.4,10.5424343,55.4,40.4,50.9,45.8,22.6650614,11377.46949,16.69982722,63.1903296,48.39857923,73.63244606,62.82781811,63.7504382,29.1,,,,41.0,6.2,1271.2,427.5,15.6,4.3,25.5,26.51848264,,33.74417968,,26.31578947
1054,1,1,0,0,0,0,1,2010,,,,,,,,,,48.67633149,,,,,837.4825288,,,53.61072258,,,7413.516242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9215545,,,,,,,,,,,,,,,,,,,,,,,,29.30929825,24.3137913,,,
2292,4,1,2,1,0,0,0,2010,,,,,,,,,,,,,,,,,,,,,2343.279054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,1,1,0,1,0,0,0,2010,,,,,,,166.1704508,,14.11337957,47.1581739,187.3257121,132.1492899,,,695.0262395,,,43.85090831,,4.296102852,4706.989175,,13.41686693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.968136971,,,,,,,,,,,,,,,,,,,,,,,,16.34957338,7.729515534,,,
1052,5,0,0,0,0,0,1,2010,,,,,,,,,,,,,,,,,,,,,,,,28.26880935,17.71561772,,,,,,,,,,38.37011885,1.60619469,,,,,16664.0,52.97202797,22.17687075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2,1,2,0,0,0,1,2010,,,,,,,208.5195992,,23.58385727,,278.80885,203.772319,8.224278304,,886.7032991,3.045552081,,41.40092909,,5.248164195,9636.23773,,34.42346012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26876558,10.06567652,,,
5630,1,1,3,1,0,0,0,2010,,,,,,,,,,,189.0124782,124.7389349,,,742.5426619,2.139938212,,44.80435516,,2.112442694,4625.918384,,18.78012266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.455169826,,,,,,,,,,,,,,,,,,,,,,,,15.49711797,9.912875231,,,
3959,2,1,2,0,0,0,1,2010,,,,,,,209.1066239,,,38.77881797,306.1438363,212.9821906,8.46988472,,917.7861933,7.351890629,,37.56494911,,7.776138671,9034.962248,,45.30329344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0479367,,,,,,,,,,,,,,,,,,,,,,,,5.362306226,,,,
6245,4,2,3,1,0,1,0,2010,,,,,,,160.3311143,,18.04610181,51.77169036,156.0757826,103.7750317,6.138582444,,529.1291807,6.815738762,,39.32073232,,,4184.0796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.37064826,,,,,,,,,,,,,,,,,,,,,,,,7.459984284,,,,
5,4,2,2,1,0,0,0,2010,,,,,,,158.0413096,,,,161.099229,111.1121059,,,591.412447,,,54.60338236,,,3244.60378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,4,1,2,1,1,0,1,2010,,,,,,,,,,,111.8465701,74.59701904,,,347.0839469,,,,,,2225.724283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,1,0,1,1,0,1,1,2010,,,,7.36196319,,4.991680532,185.9740909,22.02350199,14.61363188,49.08713427,191.9197249,149.3122747,,,736.0466223,,,51.19070244,,3.951456618,5585.078674,,15.13552519,9.363045807,62.29987814,,,,,,,,,,42.84193126,1.334161815,,,,,48663.0,20.39782355,6.052725592,,,,,,,,,11.38341045,,,,,,,,,,,,,,,,,,,,,,,,23.84412136,14.40279998,,,
2716,5,0,0,1,0,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,18.12778603,9.969088099,,,,,,,,,,50.06119951,0.997555012,,,,,16466.0,57.07964602,17.74340309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,0,0,0,0,0,0,1,2010,0.847574503,4.991666108,,10.53783311,,56.74342105,218.8186945,30.23035497,20.62630028,60.84058909,295.5863477,229.8517015,13.82328119,1044.525606,924.7549737,13.49139759,,77.91445202,15.45180257,7.468700243,8617.043571,1.01784123,24.50905831,13.15701583,21.74238593,45.84843151,43.90876733,,,8.9,54.80769231,38.03333333,,,44.53137592,1.245607685,,-0.265548561,0.4541,35.62936987,19199.0,46.53236396,13.21478394,10.03906934,,,,5.723319311,51.09646745,,14.1,10.20730617,57.2,,,,27.13400681,6182.022034,20.90566531,62.64537427,53.87886302,70.24108775,60.85083737,58.3979153,,,,,51.0,2.2,1129.1,348.9,3.0,0.0,24.1,22.04237346,15.52080858,17.90812659,,8.373295296
4368,0,0,0,1,0,0,0,2010,4.067647705,6.438733924,,7.63011622,,29.38038259,161.449034,20.66580632,14.16751252,40.31624565,154.5131016,101.3543545,5.954782037,1053.657727,692.1941184,6.110992999,,67.73025471,18.88268458,4.781309147,6153.112532,3.816756104,17.33175261,10.1731283,45.45729091,46.3647199,39.13489441,,,11.9,37.06896552,18.53333333,,,50.04001372,0.998400731,,-0.067439664,0.4978,49.15670335,30734.0,31.17804974,9.45868798,14.61912665,,,,1.661367606,55.56082916,,10.1,8.732210867,67.7,,,,20.10866883,7133.628759,11.67437858,37.83462287,50.3866555,54.89697759,50.38345726,44.28827259,,,,,55.0,5.8,454.2,93.0,8.6,0.0,18.5,16.72915497,10.37690379,18.49295698,,13.87510067
4169,3,0,0,0,0,0,1,2010,,,,6.901874311,,69.69353008,92.36466926,,,16.46755317,169.5491533,92.37258045,8.037456597,,536.4766122,5.897300969,,44.33780405,,6.490665198,4312.241041,,29.42792072,8.804125948,8.076104046,,,,,,,,,,37.97687861,1.633181126,,,,,11839.0,70.73257378,14.19956021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.55584767,12.46054233,,,
208,0,0,2,0,0,0,1,2010,0.820213316,6.477195127,21.2,11.60739367,,52.17835341,222.3951702,30.20426846,21.36155056,61.66576558,320.6322485,248.9835893,26.83356384,1455.786501,1011.111739,23.27057505,,88.62598553,27.09697915,8.477034492,11316.21026,-0.230589064,31.49501661,15.10643284,26.1002448,50.07298344,34.89986863,,,5.35,46.23115578,36.27619048,,,48.83015418,1.047914894,,-0.182541661,0.5014,41.84889665,24155.0,38.87906518,13.66332603,7.404566869,,,,1.3360126,56.98782541,,14.1,9.109147606,59.8,35.7,66.7,43.5,21.71180258,7667.536182,18.38133234,71.99344552,43.59564849,69.25490232,50.46620723,63.1134104,33.3,,,,42.0,5.2,1328.0,509.3,26.1,55.8,23.3,23.82970616,19.52154941,30.01870091,,18.22163869
624,0,0,2,1,0,0,0,2010,0.186923572,2.111797837,14.5,9.811064983,,35.75265985,163.6389287,23.51058831,14.14009004,45.78509258,185.2077116,134.8778199,7.293848766,613.1124073,692.2244863,11.10320912,,45.48191511,14.38641922,6.079965591,5674.138497,0.091301623,18.43053527,8.426600649,39.37461907,52.07501458,62.74782843,,,4.0,30.52631579,40.80555556,,,57.61115865,0.735774845,,0.007533801,0.4988,52.78007873,31653.0,34.18828909,10.46642819,15.098302,,,,0.472791323,6.438051862,,11.7,10.91450141,61.6,33.5,64.3,36.6,25.05995835,2457.853951,14.04312853,54.89795946,44.502319,54.2928035,54.30119116,48.81414254,24.4,,,,54.0,4.3,501.3,164.2,10.1,0.0,17.7,8.759963828,5.035120375,7.555707684,,3.914431761
6663,2,1,3,1,0,0,0,2010,,,,,,,194.0203493,,23.53931145,38.4473674,272.7242175,186.9048589,,,826.9463066,,,55.58790575,,,9150.450453,,24.19102796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26831141,,,,
5417,3,0,3,1,1,0,1,2010,,,,6.919076883,,71.83708169,116.6773222,11.87146428,12.47011383,19.4924074,162.1364667,115.2018551,9.286821702,,594.1899336,10.63463231,,58.7710635,21.7280074,13.57927675,4973.254507,,41.469433,5.90192416,8.259926489,,,,,,,,,,47.23774012,1.116951398,,,,,12396.0,62.37033515,11.66388686,,,,,,,,,6.484562305,,,,,,,,,,,,,,,,,,,,,,,,10.38755802,4.283119737,,,
3,4,0,2,1,0,0,0,2010,,,,8.785405665,,5.46000546,110.2149045,,,,102.7632712,69.61796231,,,392.403955,,,27.99791817,,,2579.797021,,,2.973168963,70.57371383,,,,,,,,,,41.01678708,1.438026162,,,,,31998.0,18.85036711,6.419018225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,1,0,3,1,0,0,0,2010,,,,6.153219234,,14.93192798,154.1736082,23.24934916,14.03421685,32.83690356,186.5514371,138.2608189,,,650.6344188,5.906066641,,51.64383553,,5.379334929,4502.297404,,13.18917748,9.986982505,68.53923195,,,,,,,,,,52.49848191,0.904816984,,,,,58482.0,16.72473868,6.002475248,,,,,,,,,15.17505315,,,,,,,,,,,,,,,,,,,,,,,,16.93110886,4.299188509,,,
5618,0,2,3,1,0,0,0,2010,,,,,,,252.483728,,23.42553711,69.33715431,281.4579237,210.7521389,5.96154621,,1020.808063,16.48256097,,102.6401416,,9.495007932,8088.875975,,37.83703383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.36085587,,,,,,,,,,,,,,,,,,,,,,,,28.39939119,17.77679781,,,
636,5,0,2,1,0,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,5.288773524,15.88296761,,,,,,,,,,45.20981789,1.211908932,,,,,18608.0,53.5971223,5.890318213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,4,1,2,0,1,0,1,2010,,,,,,,133.1125292,,10.60091597,29.7276725,144.3411537,85.6291111,,,500.8495154,,,24.05461228,,,3018.911959,,12.73235776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,1,0,0,0,0,0,1,2010,,,,7.161904762,,16.53873546,219.2513503,27.88714395,21.84196268,59.58289723,289.0949509,232.0186059,3.889579132,,910.3452576,9.457387089,,83.52447758,,6.452667226,7599.243558,,19.22461333,12.66330058,33.83294846,,,,,,,,,,56.44346769,0.771684202,,,,,28999.0,36.19057501,7.404177322,,,,,,,,,17.21000956,,,,,,,,,,,,,,,,,,,,,,,,28.09286631,21.03068514,,,
6875,3,2,3,0,0,0,0,2010,,,,,,,198.1041718,,17.27261791,36.41372483,263.5229871,198.3112581,24.32020957,,958.0390515,37.32492579,,109.6589462,,14.94765937,9847.192666,,54.60071611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00550885,,,,,,,,,,,,,,,,,,,,,,,,26.4306049,17.26574937,,,
1262,1,1,0,1,0,0,0,2010,,,,,,,170.9161329,,,,219.1068484,157.2311716,2.286764584,,805.5352253,3.288716141,,50.45566362,,5.502203876,5634.719787,,19.40513758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.965215428,,,,,,,,,,,,,,,,,,,,,,,,21.58997525,16.78946378,,,
4796,5,0,3,1,0,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,20.74939565,14.63276836,,,,,,,,,,25.68527919,2.893280632,,,,,21397.0,51.15044248,13.54246366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6871,2,1,3,0,0,0,0,2010,,,,,,,153.1526821,,,,205.2601284,136.3226479,,,686.4999238,,,55.51477518,,,7354.507903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
